"County","School.Type","Number.of.Students","X..Economically.Disadvantaged","Overall.Rating","Overall.Score","Juvenile.Population","Youth.Referred","Referral.Rate.1.000","Recidivism"
"ANDERSON","District",342,0.541,"A","97",4488,10,2.450980392,0.134
"ANDERSON","District",3360,0.816,"B","89",4488,10,2.450980392,0.134
"ANDERSON","District",361,0.468,"B","89",4488,10,2.450980392,0.134
"ANDERSON","District",808,0.542,"A","92",4488,10,2.450980392,0.134
"ANDERSON","District",1150,0.454,"A","91",4488,10,2.450980392,0.134
"ANDERSON","District",574,0.408,"A","94",4488,10,2.450980392,0.134
"ANDERSON","District",1332,0.74,"B","88",4488,10,2.450980392,0.134
"ANDREWS","District",4131,0.496,"B","89",1838,43,27.74755169,0.048
"ANGELINA","District",995,0.578,"A","92",9371,110,14.51285882,0.107
"ANGELINA","District",1612,0.586,"B","88",9371,110,14.51285882,0.107
"ANGELINA","District",2799,0.501,"A","92",9371,110,14.51285882,0.107
"ANGELINA","District",7318,0.858,"B","87",9371,110,14.51285882,0.107
"ANGELINA","District",1744,0.706,"Not Rated: Data Under Review","90",9371,110,14.51285882,0.107
"ANGELINA","District",1451,0.564,"A","90",9371,110,14.51285882,0.107
"ANGELINA","District",300,0.687,"B","88",9371,110,14.51285882,0.107
"ARANSAS","District",3005,0.669,"B","84",1752,18,10.2739726,0.114
"ARCHER","District",506,0.411,"A","91",726,5,6.887052342,0.206
"ARCHER","District",1126,0.247,"A","94",726,5,6.887052342,0.206
"ARCHER","District",530,0.3,"A","95",726,5,6.887052342,0.206
"ARMSTRONG","District",307,0.362,"A","94",148,0,0,0.5
"ATASCOSA","District",1569,0.553,"A","90",5244,64,15.82761251,0.178
"ATASCOSA","District",1676,0.717,"C","72",5244,64,15.82761251,0.178
"ATASCOSA","District",1740,0.74,"B","86",5244,64,15.82761251,0.178
"ATASCOSA","District",3374,0.661,"B","89",5244,64,15.82761251,0.178
"ATASCOSA","District",397,0.685,"B","83",5244,64,15.82761251,0.178
"AUSTIN","District",2191,0.453,"C","78",2933,36,13.6379134,0.165
"AUSTIN","District",766,0.584,"B","87",2933,36,13.6379134,0.165
"AUSTIN","District",2814,0.603,"B","81",2933,36,13.6379134,0.165
"BAILEY","District",1347,0.876,"A","90",1004,14,14.94023904,0.13
"BANDERA","District",265,0.57,"C","76",1482,21,18.21862348,0.208
"BANDERA","District",2301,0.48,"Not Rated: Senate Bill 1365","68",1482,21,18.21862348,0.208
"BASTROP","District",319,0.577,"B","86",8631,99,13.90337157,0.135
"BASTROP","District",11947,0.702,"C","75",8631,99,13.90337157,0.135
"BASTROP","District",4985,0.711,"C","78",8631,99,13.90337157,0.135
"BASTROP","District",1780,0.457,"B","80",8631,99,13.90337157,0.135
"BAYLOR","District",618,0.605,"A","96",311,0,0,0.111
"BEE","District",401,0.835,"B","81",2691,39,16.72240803,0.156
"BEE","District",498,0.88,"B","87",2691,39,16.72240803,0.156
"BEE","District",785,0.601,"Not Rated: Data Under Review","93",2691,39,16.72240803,0.156
"BEE","District",2996,0.839,"B","87",2691,39,16.72240803,0.156
"BEE","District",377,0.66,"B","85",2691,39,16.72240803,0.156
"BELL","District",1749,0.364,"B","84",42004,316,9.689553376,0.163
"BELL","District",836,0.578,"B","86",42004,316,9.689553376,0.163
"BELL","District",656,0.434,"A","94",42004,316,9.689553376,0.163
"BELL","District",43839,0.619,"C","78",42004,316,9.689553376,0.163
"BELL","District",893,0.471,"B","88",42004,316,9.689553376,0.163
"BELL","District",13298,0.402,"B","87",42004,316,9.689553376,0.163
"BELL","District",1590,0.97,"C","73",42004,316,9.689553376,0.163
"BELL","District",8395,0.775,"C","77",42004,316,9.689553376,0.163
"BELL","District",1900,0.113,"A","91",42004,316,9.689553376,0.163
"BELL","District",2233,0.234,"B","88",42004,316,9.689553376,0.163
"BELL","District",1636,0.458,"A","90",42004,316,9.689553376,0.163
"BELL","District",394,0.883,"B","82",42004,316,9.689553376,0.163
"BEXAR","District",636,0.602,"Not Rated: Data Under Review","83",192094,1751,12.16071298,0.159
"BEXAR","District",353,0.901,"C","73",192094,1751,12.16071298,0.159
"BEXAR","District",261,0.969,"Not Rated: Senate Bill 1365","65",192094,1751,12.16071298,0.159
"BEXAR","District",93,0.903,"Not Rated: Senate Bill 1365","69",192094,1751,12.16071298,0.159
"BEXAR","District",572,0.799,"A","100",192094,1751,12.16071298,0.159
"BEXAR","District",124,0.919,"B","83",192094,1751,12.16071298,0.159
"BEXAR","District",776,0.867,"Not Rated: Data Under Review","85",192094,1751,12.16071298,0.159
"BEXAR","District",149,0.738,"A","91",192094,1751,12.16071298,0.159
"BEXAR","District",3421,0.081,"A","99",192094,1751,12.16071298,0.159
"BEXAR","District",794,0.825,"B","82",192094,1751,12.16071298,0.159
"BEXAR","District",489,0.178,"B","89",192094,1751,12.16071298,0.159
"BEXAR","District",1836,0.871,"C","77",192094,1751,12.16071298,0.159
"BEXAR","District",262,0.809,"Not Rated: Senate Bill 1365","59",192094,1751,12.16071298,0.159
"BEXAR","District",205,0.561,"C","74",192094,1751,12.16071298,0.159
"BEXAR","District",465,0.576,"Not Rated: Senate Bill 1365","41",192094,1751,12.16071298,0.159
"BEXAR","District",408,0.907,"Not Rated: Senate Bill 1365","51",192094,1751,12.16071298,0.159
"BEXAR","District",3972,0.601,"A","91",192094,1751,12.16071298,0.159
"BEXAR","District",4459,0.861,"B","87",192094,1751,12.16071298,0.159
"BEXAR","District",3141,0.636,"B","81",192094,1751,12.16071298,0.159
"BEXAR","District",5288,0.646,"A","91",192094,1751,12.16071298,0.159
"BEXAR","District",93,0.462,"A","90",192094,1751,12.16071298,0.159
"BEXAR","District",44568,0.88,"B","85",192094,1751,12.16071298,0.159
"BEXAR","District",8136,0.223,"A","92",192094,1751,12.16071298,0.159
"BEXAR","District",3955,0.847,"A","90",192094,1751,12.16071298,0.159
"BEXAR","District",59445,0.593,"B","89",192094,1751,12.16071298,0.159
"BEXAR","District",10002,0.664,"Not Rated: Senate Bill 1365","68",192094,1751,12.16071298,0.159
"BEXAR","District",13165,0.818,"B","86",192094,1751,12.16071298,0.159
"BEXAR","District",910,0.135,"B","81",192094,1751,12.16071298,0.159
"BEXAR","District",1635,0.257,"A","93",192094,1751,12.16071298,0.159
"BEXAR","District",101584,0.489,"B","84",192094,1751,12.16071298,0.159
"BEXAR","District",24517,0.687,"B","81",192094,1751,12.16071298,0.159
"BEXAR","District",5516,0.861,"B","88",192094,1751,12.16071298,0.159
"BEXAR","District",4788,0.195,"A","91",192094,1751,12.16071298,0.159
"BEXAR","District",12078,0.883,"B","83",192094,1751,12.16071298,0.159
"BEXAR","District",8383,0.89,"C","70",192094,1751,12.16071298,0.159
"BEXAR","District",1458,0.037,"A","95",192094,1751,12.16071298,0.159
"BEXAR","District",7919,0.903,"C","72",192094,1751,12.16071298,0.159
"BEXAR","District",111,0.973,"Not Rated",".",192094,1751,12.16071298,0.159
"BEXAR","District",30,0.867,"Not Rated",".",192094,1751,12.16071298,0.159
"BEXAR","District",5764,0.837,"C","75",192094,1751,12.16071298,0.159
"BLANCO","District",697,0.313,"A","91",790,8,11.39240506,0.045
"BLANCO","District",1058,0.42,"B","87",790,8,11.39240506,0.045
"BOSQUE","District",139,0.698,"B","81",1534,6,3.911342894,0.138
"BOSQUE","District",618,0.505,"B","89",1534,6,3.911342894,0.138
"BOSQUE","District",133,0.586,"B","89",1534,6,3.911342894,0.138
"BOSQUE","District",179,0.637,"Not Rated: Senate Bill 1365","68",1534,6,3.911342894,0.138
"BOSQUE","District",132,0.72,"B","86",1534,6,3.911342894,0.138
"BOSQUE","District",178,0.876,"B","80",1534,6,3.911342894,0.138
"BOSQUE","District",1024,0.62,"B","86",1534,6,3.911342894,0.138
"BOSQUE","District",392,0.633,"Not Rated: Senate Bill 1365","64",1534,6,3.911342894,0.138
"BOWIE","District",473,0.465,"A","92",8518,130,18.6663536,0.124
"BOWIE","District",208,0.505,"B","84",8518,130,18.6663536,0.124
"BOWIE","District",500,0.124,"A","94",8518,130,18.6663536,0.124
"BOWIE","District",2313,0.327,"A","94",8518,130,18.6663536,0.124
"BOWIE","District",69,0.623,"B","85",8518,130,18.6663536,0.124
"BOWIE","District",105,0.981,"C","79",8518,130,18.6663536,0.124
"BOWIE","District",783,0.688,"B","87",8518,130,18.6663536,0.124
"BOWIE","District",886,0.564,"B","89",8518,130,18.6663536,0.124
"BOWIE","District",474,0.57,"Not Rated: Data Under Review","92",8518,130,18.6663536,0.124
"BOWIE","District",1196,0.798,"B","87",8518,130,18.6663536,0.124
"BOWIE","District",1099,0.511,"A","93",8518,130,18.6663536,0.124
"BOWIE","District",7126,0.765,"B","80",8518,130,18.6663536,0.124
"BOWIE","District",2131,0.838,"C","77",8518,130,18.6663536,0.124
"BRAZORIA","District",116,0.879,"B","86",40030,456,15.6382713,0.125
"BRAZORIA","District",20930,0.329,"A","94",40030,456,15.6382713,0.125
"BRAZORIA","District",11451,0.717,"B","89",40030,456,15.6382713,0.125
"BRAZORIA","District",27955,0.511,"B","88",40030,456,15.6382713,0.125
"BRAZORIA","District",6748,0.752,"A","92",40030,456,15.6382713,0.125
"BRAZORIA","District",772,0.36,"B","87",40030,456,15.6382713,0.125
"BRAZORIA","District",1851,0.479,"B","86",40030,456,15.6382713,0.125
"BRAZORIA","District",2911,0.625,"B","84",40030,456,15.6382713,0.125
"BRAZOS","District",609,0.765,"A","90",19365,307,22.66976504,0.178
"BRAZOS","District",330,0.997,"C","75",19365,307,22.66976504,0.178
"BRAZOS","District",14138,0.377,"B","89",19365,307,22.66976504,0.178
"BRAZOS","District",16005,0.793,"B","86",19365,307,22.66976504,0.178
"BREWSTER","District",111,0.802,"C","75",737,3,4.070556309,0.196
"BREWSTER","District",9,0,"A","94",737,3,4.070556309,0.196
"BREWSTER","District",970,0.575,"B","86",737,3,4.070556309,0.196
"BREWSTER","District",57,0.702,"A","90",737,3,4.070556309,0.196
"BRISCOE","District",187,0.46,"A","93",137,1,7.299270073,0.222
"BROOKS","District",1340,0.928,"B","87",827,14,20.55622733,0.122
"BROWN","District",147,0.599,"C","75",3498,45,14.57975986,0.174
"BROWN","District",212,0.566,"B","84",3498,45,14.57975986,0.174
"BROWN","District",191,0.691,"A","91",3498,45,14.57975986,0.174
"BROWN","District",1136,0.412,"A","92",3498,45,14.57975986,0.174
"BROWN","District",227,0.507,"A","90",3498,45,14.57975986,0.174
"BROWN","District",869,0.651,"B","89",3498,45,14.57975986,0.174
"BROWN","District",3448,0.642,"B","84",3498,45,14.57975986,0.174
"BURLESON","District",1833,0.583,"A","90",1656,19,12.07729469,0.183
"BURLESON","District",541,0.726,"B","85",1656,19,12.07729469,0.183
"BURLESON","District",529,0.722,"A","91",1656,19,12.07729469,0.183
"BURNET","District",3262,0.529,"B","82",3890,71,21.33676093,0.154
"BURNET","District",3995,0.676,"B","81",3890,71,21.33676093,0.154
"CALDWELL","District",6117,0.775,"C","75",4118,94,29.1403594,0.152
"CALDWELL","District",235,0.791,"Not Rated: Senate Bill 1365","55",4118,94,29.1403594,0.152
"CALDWELL","District",1425,0.733,"B","81",4118,94,29.1403594,0.152
"CALHOUN","District",3561,0.642,"B","86",2311,35,17.74123756,0.133
"CALLAHAN","District",1431,0.44,"B","89",1207,8,8.285004143,0.189
"CALLAHAN","District",378,0.68,"A","93",1207,8,8.285004143,0.189
"CALLAHAN","District",293,0.546,"B","89",1207,8,8.285004143,0.189
"CALLAHAN","District",462,0.422,"A","93",1207,8,8.285004143,0.189
"CAMERON","District",38412,0.895,"Not Rated: Data Under Review","92",53594,556,13.35970444,0.158
"CAMERON","District",848,0.899,"B","89",53594,556,13.35970444,0.158
"CAMERON","District",17022,0.77,"B","89",53594,556,13.35970444,0.158
"CAMERON","District",4251,0.519,"A","97",53594,556,13.35970444,0.158
"CAMERON","District",1602,0.876,"B","83",53594,556,13.35970444,0.158
"CAMERON","District",2908,0.858,"B","88",53594,556,13.35970444,0.158
"CAMERON","District",10333,0.799,"A","92",53594,556,13.35970444,0.158
"CAMERON","District",1968,0.889,"B","87",53594,556,13.35970444,0.158
"CAMERON","District",9201,0.887,"B","85",53594,556,13.35970444,0.158
"CAMERON","District",543,0.996,"B","85",53594,556,13.35970444,0.158
"CAMP","District",2352,0.784,"A","96",1323,5,4.535147392,0.098
"CARSON","District",143,0.252,"A","92",529,3,5.671077505,0.158
"CARSON","District",663,0.305,"A","97",529,3,5.671077505,0.158
"CARSON","District",339,0.487,"B","88",529,3,5.671077505,0.158
"CASS","District",1906,0.678,"B","89",2643,23,8.702232312,0.14
"CASS","District",638,0.687,"B","89",2643,23,8.702232312,0.14
"CASS","District",137,0.788,"B","87",2643,23,8.702232312,0.14
"CASS","District",933,0.635,"A","90",2643,23,8.702232312,0.14
"CASS","District",1146,0.545,"A","90",2643,23,8.702232312,0.14
"CASS","District",399,0.549,"A","92",2643,23,8.702232312,0.14
"CASS","District",240,0.796,"Not Rated: Data Under Review","92",2643,23,8.702232312,0.14
"CASTRO","District",209,0.861,"B","81",959,1,2.085505735,0.28
"CASTRO","District",250,0.192,"A","98",959,1,2.085505735,0.28
"CASTRO","District",1153,0.872,"B","82",959,1,2.085505735,0.28
"CHAMBERS","District",1389,0.568,"A","90",4207,49,11.88495365,0.228
"CHAMBERS","District",6796,0.265,"A","95",4207,49,11.88495365,0.228
"CHAMBERS","District",1540,0.645,"B","89",4207,49,11.88495365,0.228
"CHEROKEE","District",556,0.752,"B","89",5383,50,9.660040869,0.177
"CHEROKEE","District",538,0.868,"B","88",5383,50,9.660040869,0.177
"CHEROKEE","District",4735,0.828,"B","86",5383,50,9.660040869,0.177
"CHEROKEE","District",2001,0.709,"C","79",5383,50,9.660040869,0.177
"CHEROKEE","District",258,0.686,"B","87",5383,50,9.660040869,0.177
"CHILDRESS","District",1013,0.537,"A","90",592,22,48.98648649,0.323
"CLAY","District",151,0.543,"C","75",900,5,5.555555556,0.244
"CLAY","District",131,0.634,"B","86",900,5,5.555555556,0.244
"CLAY","District",942,0.308,"B","86",900,5,5.555555556,0.244
"CLAY","District",461,0.462,"B","84",900,5,5.555555556,0.244
"COCHRAN","District",360,0.803,"Not Rated: Data Under Review","82",342,1,2.923976608,0.25
"COCHRAN","District",313,0.572,"B","84",342,1,2.923976608,0.25
"COKE","District",262,0.622,"B","87",218,4,18.34862385,0.184
"COKE","District",238,0.5,"A","91",218,4,18.34862385,0.184
"COLEMAN","District",800,0.596,"B","84",727,3,4.126547455,0.174
"COLEMAN","District",165,0.739,"B","87",727,3,4.126547455,0.174
"COLEMAN","District",253,1,"A","90",727,3,4.126547455,0.174
"COLLIN","District",3351,0.146,"A","93",102195,801,11.28235237,0.125
"COLLIN","District",23238,0.313,"B","89",102195,801,11.28235237,0.125
"COLLIN","District",4859,0.148,"A","95",102195,801,11.28235237,0.125
"COLLIN","District",65617,0.128,"A","95",102195,801,11.28235237,0.125
"COLLIN","District",21700,0.084,"A","94",102195,801,11.28235237,0.125
"COLLIN","District",18155,0.281,"Not Rated: Data Under Review","96",102195,801,11.28235237,0.125
"COLLIN","District",49241,0.346,"B","89",102195,801,11.28235237,0.125
"COLLIN","District",6765,0.509,"A","93",102195,801,11.28235237,0.125
"COLLIN","District",4335,0.043,"A","99",102195,801,11.28235237,0.125
"COLLIN","District",146,0.021,"A","98",102195,801,11.28235237,0.125
"COLLIN","District",21420,0.168,"A","94",102195,801,11.28235237,0.125
"COLLIN","District",4436,0.505,"B","86",102195,801,11.28235237,0.125
"COLLIN","District",2018,0.534,"B","89",102195,801,11.28235237,0.125
"COLLIN","District",1386,0.09,"A","98",102195,801,11.28235237,0.125
"COLLIN","District",958,0.416,"B","87",102195,801,11.28235237,0.125
"COLLIN","District",3335,0.499,"B","86",102195,801,11.28235237,0.125
"COLLINGSWORTH","District",542,0.566,"B","87",349,2,8.595988539,0.261
"COLORADO","District",684,0.558,"A","96",1880,16,16.4893617,0.108
"COLORADO","District",1555,0.552,"B","87",1880,16,16.4893617,0.108
"COLORADO","District",1272,0.754,"B","87",1880,16,16.4893617,0.108
"COMAL","District",9638,0.365,"B","86",10514,197,21.87559445,0.14
"COMAL","District",347,1,"B","80",10514,197,21.87559445,0.14
"COMAL","District",27190,0.298,"A","93",10514,197,21.87559445,0.14
"COMANCHE","District",145,0.724,"A","95",1332,18,13.51351351,0.128
"COMANCHE","District",1303,0.611,"A","91",1332,18,13.51351351,0.128
"COMANCHE","District",740,0.542,"A","91",1332,18,13.51351351,0.128
"COMANCHE","District",128,0.633,"B","89",1332,18,13.51351351,0.128
"CONCHO","District",225,0.689,"B","80",234,3,12.82051282,0.25
"CONCHO","District",222,0.626,"B","83",234,3,12.82051282,0.25
"COOKE","District",482,0.147,"A","96",3888,34,10.28806584,0.167
"COOKE","District",493,0.335,"B","89",3888,34,10.28806584,0.167
"COOKE","District",3138,0.627,"B","84",3888,34,10.28806584,0.167
"COOKE","District",56,0.893,"A","92",3888,34,10.28806584,0.167
"COOKE","District",63,0.746,"C","76",3888,34,10.28806584,0.167
"COOKE","District",1140,0.355,"B","88",3888,34,10.28806584,0.167
"COOKE","District",523,0.168,"A","97",3888,34,10.28806584,0.167
"COOKE","District",941,0.524,"B","84",3888,34,10.28806584,0.167
"CORYELL","District",2689,0.585,"B","86",10195,84,9.318293281,0.172
"CORYELL","District",213,0.638,"Not Rated: Senate Bill 1365","62",10195,84,9.318293281,0.172
"CORYELL","District",338,0.453,"C","77",10195,84,9.318293281,0.172
"CORYELL","District",8102,0.632,"B","87",10195,84,9.318293281,0.172
"CORYELL","District",198,0.571,"B","86",10195,84,9.318293281,0.172
"COTTLE","District",161,0.72,"B","86",105,1,9.523809524,0.1
"CRANE","District",1151,0.421,"B","85",486,3,6.172839506,0
"CROCKETT","District",729,0.658,"A","93",396,0,0,0.391
"CROSBY","District",484,0.833,"B","81",737,4,5.427408412,0.232
"CROSBY","District",329,0.778,"B","85",737,4,5.427408412,0.232
"CROSBY","District",237,0.819,"B","85",737,4,5.427408412,0.232
"CULBERSON","District",360,0.817,"B","86",245,1,4.081632653,0
"DALLAM","District",1717,0.671,"B","85",873,9,10.30927835,0.2
"DALLAM","District",213,0.577,"A","94",873,9,10.30927835,0.2
"DALLAS","District",486,0.879,"B","83",269375,1856,8.144779582,0.139
"DALLAS","District",245,0.992,"C","71",269375,1856,8.144779582,0.139
"DALLAS","District",22183,0.729,"B","86",269375,1856,8.144779582,0.139
"DALLAS","District",297,1,"Not Rated",".",269375,1856,8.144779582,0.139
"DALLAS","District",1067,0.858,"B","82",269375,1856,8.144779582,0.139
"DALLAS","District",202,0.802,"B","86",269375,1856,8.144779582,0.139
"DALLAS","District",535,0.935,"B","87",269375,1856,8.144779582,0.139
"DALLAS","District",1068,0.59,"Not Rated: Data Under Review","81",269375,1856,8.144779582,0.139
"DALLAS","District",5037,0.921,"B","84",269375,1856,8.144779582,0.139
"DALLAS","District",250,0.7,"B","81",269375,1856,8.144779582,0.139
"DALLAS","District",1138,0.85,"Not Rated: Senate Bill 1365","68",269375,1856,8.144779582,0.139
"DALLAS","District",5558,0.653,"B","87",269375,1856,8.144779582,0.139
"DALLAS","District",2055,0.305,"A","91",269375,1856,8.144779582,0.139
"DALLAS","District",124,0.984,"Not Rated: Senate Bill 1365","60",269375,1856,8.144779582,0.139
"DALLAS","District",316,0.927,"A","90",269375,1856,8.144779582,0.139
"DALLAS","District",4211,0.911,"B","85",269375,1856,8.144779582,0.139
"DALLAS","District",336,0.03,"A","97",269375,1856,8.144779582,0.139
"DALLAS","District",1256,0.916,"Not Rated: Senate Bill 1365","68",269375,1856,8.144779582,0.139
"DALLAS","District",541,0.612,"B","89",269375,1856,8.144779582,0.139
"DALLAS","District",1365,0.43,"A","90",269375,1856,8.144779582,0.139
"DALLAS","District",1464,0.799,"B","86",269375,1856,8.144779582,0.139
"DALLAS","District",1551,0.927,"C","71",269375,1856,8.144779582,0.139
"DALLAS","District",1271,0.956,"Not Rated: Senate Bill 1365","62",269375,1856,8.144779582,0.139
"DALLAS","District",654,0.745,"Not Rated: Data Under Review","88",269375,1856,8.144779582,0.139
"DALLAS","District",501,0.529,"C","70",269375,1856,8.144779582,0.139
"DALLAS","District",669,0.673,"Not Rated: Data Under Review","93",269375,1856,8.144779582,0.139
"DALLAS","District",1557,1,"B","86",269375,1856,8.144779582,0.139
"DALLAS","District",143430,0.851,"B","86",269375,1856,8.144779582,0.139
"DALLAS","District",985,0.892,"B","84",269375,1856,8.144779582,0.139
"DALLAS","District",11944,0.779,"B","82",269375,1856,8.144779582,0.139
"DALLAS","District",52960,0.741,"B","87",269375,1856,8.144779582,0.139
"DALLAS","District",27284,0.743,"Not Rated: Data Under Review","82",269375,1856,8.144779582,0.139
"DALLAS","District",6666,0.002,"A","98",269375,1856,8.144779582,0.139
"DALLAS","District",32339,0.863,"B","84",269375,1856,8.144779582,0.139
"DALLAS","District",6978,0.832,"B","88",269375,1856,8.144779582,0.139
"DALLAS","District",38311,0.797,"B","85",269375,1856,8.144779582,0.139
"DALLAS","District",37358,0.559,"B","84",269375,1856,8.144779582,0.139
"DALLAS","District",2104,0.162,"A","93",269375,1856,8.144779582,0.139
"DALLAS","District",13107,0.089,"A","97",269375,1856,8.144779582,0.139
"DALLAS","District",24888,0.636,"B","88",269375,1856,8.144779582,0.139
"DALLAS","District",7112,0.657,"C","70",269375,1856,8.144779582,0.139
"DALLAS","District",20535,0.615,"B","86",269375,1856,8.144779582,0.139
"DALLAS","District",7339,0.721,"B","83",269375,1856,8.144779582,0.139
"DALLAS","District",96,0.615,"B","83",269375,1856,8.144779582,0.139
